true_class,pred_label,score,accepted,group
dog,dog,-9.598176,True,other
airplane,airplane,-7.1257977,True,other
automobile,automobile,-8.560097,True,other
automobile,automobile,-10.412788,True,other
automobile,automobile,-6.2545867,True,other
truck,truck,-10.979416,True,other
horse,horse,-7.2664886,True,other
dog,dog,-10.135623,True,other
deer,deer,-10.061394,True,other
truck,truck,-8.057149,True,other
horse,horse,-8.164295,True,other
ship,ship,-10.116204,True,other
automobile,automobile,-9.351007,True,other
airplane,airplane,-9.689263,True,other
bird,bird,-10.298302,True,other
ship,ship,-10.080614,True,other
dog,dog,-11.629663,True,other
frog,frog,-9.742081,True,other
horse,horse,-8.223181,True,other
airplane,airplane,-6.44348,True,other
automobile,automobile,-7.5097723,True,other
deer,deer,-8.771581,True,other
ship,ship,-10.288921,True,other
deer,deer,-9.169653,True,other
deer,deer,-9.530407,True,other
frog,frog,-9.586847,True,other
frog,frog,-9.674802,True,other
dog,dog,-8.096403,True,other
ship,ship,-8.353695,True,other
automobile,automobile,-9.774309,True,other
ship,ship,-11.843576,True,other
deer,deer,-9.760609,True,other
frog,frog,-9.493977,True,other
dog,dog,-9.315089,True,other
truck,truck,-9.715491,True,other
bird,bird,-9.447631,True,other
bird,bird,-9.978071,True,other
automobile,automobile,-10.009018,True,other
deer,deer,-9.19744,True,other
truck,truck,-9.683142,True,other
automobile,automobile,-10.252217,True,other
frog,frog,-10.567081,True,other
horse,horse,-8.496938,True,other
bird,bird,-7.964654,True,other
airplane,cat,-7.0765085,True,other
automobile,automobile,-9.888144,True,other
horse,horse,-7.538744,True,other
frog,frog,-9.351506,True,other
dog,dog,-7.7587037,True,other
bird,bird,-9.908248,True,other
bird,bird,-9.564132,True,other
dog,dog,-9.16882,True,other
frog,frog,-4.910908,False,other
airplane,airplane,-8.225017,True,other
truck,truck,-6.4293213,True,other
airplane,airplane,-7.3414407,True,other
automobile,automobile,-9.775791,True,other
dog,dog,-10.105775,True,other
cat,cat,-10.073703,True,other
cat,cat,-10.043245,True,other
dog,dog,-8.272187,True,other
ship,ship,-10.952307,True,other
horse,horse,-9.7315645,True,other
dog,dog,-10.352515,True,other
frog,frog,-7.315547,True,other
dog,dog,-8.955139,True,other
ship,ship,-9.386508,True,other
airplane,airplane,-10.14127,True,other
dog,dog,-12.261252,True,other
truck,truck,-9.631851,True,other
deer,deer,-9.507767,True,other
frog,frog,-8.153583,True,other
dog,dog,-10.778991,True,other
automobile,automobile,-8.4909725,True,other
automobile,automobile,-8.947442,True,other
airplane,airplane,-9.539369,True,other
cat,dog,-8.010748,True,other
cat,cat,-10.439531,True,other
truck,truck,-9.652639,True,other
deer,deer,-9.404003,True,other
ship,ship,-8.566321,True,other
automobile,automobile,-8.600587,True,other
horse,horse,-9.163473,True,other
horse,horse,-9.459316,True,other
truck,truck,-8.564589,True,other
truck,truck,-10.094608,True,other
deer,deer,-8.797477,True,other
cat,cat,-7.1645813,True,other
frog,frog,-9.038069,True,other
cat,cat,-10.464986,True,other
bird,bird,-9.202448,True,other
ship,ship,-7.706923,True,other
bird,bird,-7.698324,True,other
horse,horse,-9.811197,True,other
frog,frog,-10.385666,True,other
horse,horse,-9.813053,True,other
airplane,airplane,-10.305221,True,other
bird,bird,-8.633913,True,other
automobile,automobile,-6.684162,True,other
bird,bird,-9.812656,True,other
truck,truck,-9.29948,True,other
deer,deer,-8.950853,True,other
frog,frog,-9.127501,True,other
truck,truck,-6.1495004,True,other
frog,frog,-8.891858,True,other
automobile,automobile,-10.653752,True,other
airplane,airplane,-9.469817,True,other
automobile,automobile,-10.087955,True,other
ship,ship,-8.055303,True,other
horse,horse,-9.359008,True,other
airplane,airplane,-6.4277344,True,other
airplane,airplane,-11.014058,True,other
deer,deer,-7.6872454,True,other
horse,horse,-9.355477,True,other
deer,deer,-8.181557,True,other
bird,cat,-8.002479,True,other
frog,frog,-8.740991,True,other
truck,truck,-9.74461,True,other
dog,dog,-7.8913236,True,other
truck,truck,-8.876457,True,other
airplane,airplane,-8.254883,True,other
horse,horse,-8.958615,True,other
deer,deer,-9.72005,True,other
dog,dog,-8.45873,True,other
ship,ship,-10.562754,True,other
automobile,automobile,-8.7947,True,other
deer,deer,-10.0165,True,other
horse,horse,-9.093148,True,other
truck,truck,-9.762993,True,other
truck,truck,-7.8249097,True,other
ship,ship,-10.747189,True,other
ship,ship,-9.27887,True,other
frog,frog,-10.226561,True,other
cat,cat,-9.235501,True,other
horse,horse,-8.520641,True,other
airplane,airplane,-9.099463,True,other
ship,ship,-9.622357,True,other
truck,truck,-9.747196,True,other
frog,frog,-9.494093,True,other
bird,bird,-9.026349,True,other
deer,deer,-7.6237774,True,other
frog,frog,-9.229755,True,other
bird,bird,-10.154966,True,other
truck,truck,-8.599618,True,other
horse,horse,-9.466737,True,other
deer,deer,-9.1381235,True,other
frog,frog,-10.441148,True,other
ship,ship,-9.779234,True,other
dog,dog,-12.154134,True,other
frog,frog,-10.404756,True,other
automobile,automobile,-10.357304,True,other
cat,cat,-8.376283,True,other
dog,dog,-6.963127,True,other
truck,truck,-10.58848,True,other
truck,truck,-9.760923,True,other
automobile,automobile,-9.087691,True,other
cat,cat,-9.741869,True,other
bird,bird,-5.8390656,True,other
airplane,airplane,-10.231057,True,other
cat,cat,-8.959264,True,other
airplane,airplane,-10.76954,True,other
bird,bird,-8.578577,True,other
airplane,airplane,-9.714698,True,other
horse,horse,-8.542545,True,other
cat,cat,-4.9999986,False,other
truck,truck,-9.056537,True,other
cat,cat,-9.257112,True,other
dog,dog,-8.337188,True,other
horse,horse,-7.506245,True,other
frog,frog,-6.5071726,True,other
dog,dog,-10.221569,True,other
truck,truck,-8.462101,True,other
dog,dog,-9.0666685,True,other
frog,frog,-10.806733,True,other
automobile,automobile,-9.744255,True,other
bird,bird,-9.777199,True,other
deer,deer,-9.279427,True,other
airplane,airplane,-8.883442,True,other
bird,bird,-10.485758,True,other
horse,horse,-10.273873,True,other
ship,ship,-10.4032955,True,other
deer,deer,-9.217594,True,other
deer,deer,-9.739188,True,other
airplane,airplane,-8.1006975,True,other
truck,truck,-9.07579,True,other
dog,dog,-9.584984,True,other
truck,truck,-10.011043,True,other
bird,cat,-5.920733,True,other
truck,truck,-10.459054,True,other
cat,cat,-8.522208,True,other
bird,bird,-10.307807,True,other
deer,deer,-8.54308,True,other
cat,cat,-10.170696,True,other
bird,bird,-9.8062,True,other
bird,bird,-8.928776,True,other
ship,ship,-8.174322,True,other
ship,ship,-10.828018,True,other
frog,frog,-6.6836305,True,other
ship,ship,-6.6578693,True,other
automobile,automobile,-9.867994,True,other
frog,frog,-9.01868,True,other
ship,ship,-11.271313,True,other
truck,truck,-6.702245,True,other
ship,ship,-10.859139,True,other
bird,bird,-4.4992886,False,other
automobile,automobile,-7.5998,True,other
deer,deer,-10.105951,True,other
truck,truck,-9.571699,True,other
automobile,automobile,-8.277195,True,other
dog,dog,-9.795171,True,other
horse,horse,-10.470788,True,other
automobile,automobile,-9.163854,True,other
frog,frog,-7.857426,True,other
airplane,airplane,-10.611109,True,other
automobile,automobile,-10.400518,True,other
dog,dog,-8.617221,True,other
bird,bird,-11.54673,True,other
ship,ship,-9.7685795,True,other
automobile,automobile,-9.986574,True,other
automobile,automobile,-11.960107,True,other
cat,cat,-7.9608145,True,other
ship,ship,-8.878436,True,other
automobile,automobile,-8.882746,True,other
cat,ship,-7.776846,True,other
automobile,automobile,-9.441342,True,other
ship,ship,-10.538427,True,other
dog,dog,-8.670707,True,other
automobile,automobile,-9.04406,True,other
truck,truck,-8.587815,True,other
airplane,airplane,-9.128312,True,other
cat,dog,-10.14096,True,other
airplane,airplane,-6.382907,True,other
deer,deer,-10.834671,True,other
airplane,airplane,-9.589983,True,other
dog,dog,-10.000389,True,other
automobile,automobile,-9.2981205,True,other
bird,bird,-7.0825887,True,other
airplane,airplane,-8.745426,True,other
deer,deer,-9.864666,True,other
truck,truck,-9.648341,True,other
dog,dog,-10.69205,True,other
automobile,automobile,-9.805649,True,other
bird,bird,-8.118618,True,other
bird,bird,-5.884403,True,other
horse,horse,-8.420652,True,other
ship,ship,-9.248571,True,other
horse,horse,-9.499999,True,other
bird,bird,-10.668532,True,other
deer,deer,-9.935865,True,other
dog,dog,-8.93865,True,other
cat,cat,-7.0972,True,other
deer,horse,-7.707526,True,other
airplane,airplane,-9.30488,True,other
frog,frog,-7.361027,True,other
automobile,automobile,-9.809783,True,other
dog,dog,-8.464466,True,other
truck,truck,-8.500498,True,other
ship,ship,-9.034576,True,other
airplane,airplane,-9.235267,True,other
bird,bird,-8.95981,True,other
airplane,airplane,-9.748012,True,other
horse,horse,-7.391637,True,other
frog,frog,-9.610544,True,other
airplane,airplane,-11.26212,True,other
dog,frog,-9.374861,True,other
truck,truck,-9.701229,True,other
horse,horse,-7.8034263,True,other
dog,dog,-9.344412,True,other
airplane,airplane,-6.0695047,True,other
deer,deer,-11.146666,True,other
frog,frog,-11.272934,True,other
airplane,airplane,-9.707328,True,other
frog,frog,-10.210746,True,other
cat,dog,-4.836815,False,other
frog,frog,-10.304013,True,other
ship,ship,-8.528293,True,other
automobile,automobile,-9.857298,True,other
automobile,automobile,-3.468545,False,other
ship,ship,-8.055769,True,other
truck,truck,-9.408981,True,other
horse,horse,-8.858748,True,other
bird,bird,-8.820647,True,other
truck,truck,-9.598448,True,other
airplane,airplane,-6.4379883,True,other
bird,bird,-7.326681,True,other
bird,bird,-10.889013,True,other
truck,truck,-9.339661,True,other
airplane,airplane,-10.49406,True,other
frog,frog,-5.127624,False,other
dog,dog,-10.272933,True,other
horse,horse,-6.5731177,True,other
horse,horse,-6.6479964,True,other
truck,truck,-9.819731,True,other
automobile,automobile,-8.735728,True,other
horse,horse,-8.526428,True,other
truck,truck,-8.423976,True,other
ship,ship,-9.209972,True,other
deer,deer,-10.296522,True,other
dog,dog,-11.179786,True,other
airplane,airplane,-10.419921,True,other
ship,ship,-9.186463,True,other
airplane,airplane,-8.992888,True,other
bird,bird,-7.5575457,True,other
dog,dog,-7.4095726,True,other
bird,bird,-6.8399243,True,other
automobile,automobile,-6.4942627,True,other
deer,deer,-8.921685,True,other
deer,deer,-9.456395,True,other
ship,ship,-9.434999,True,other
truck,truck,-9.467001,True,other
horse,horse,-8.606126,True,other
ship,ship,-8.024191,True,other
cat,cat,-3.8709326,False,other
frog,frog,-9.635422,True,other
frog,frog,-8.036074,True,other
airplane,airplane,-8.9337,True,other
automobile,automobile,-9.050655,True,other
automobile,automobile,-9.522589,True,other
automobile,automobile,-11.022277,True,other
ship,ship,-9.449897,True,other
automobile,automobile,-10.317772,True,other
deer,deer,-8.054929,True,other
deer,deer,-9.807505,True,other
airplane,airplane,-8.01757,True,other
horse,horse,-10.006126,True,other
ship,ship,-8.704505,True,other
bird,bird,-9.992535,True,other
automobile,automobile,-8.455771,True,other
bird,bird,-9.268053,True,other
dog,dog,-7.1010528,True,other
deer,deer,-7.567088,True,other
frog,frog,-9.687046,True,other
airplane,airplane,-9.59014,True,other
dog,dog,-12.162147,True,other
horse,horse,-6.1473265,True,other
deer,deer,-9.4341545,True,other
deer,deer,-9.223007,True,other
cat,cat,-10.000575,True,other
truck,truck,-9.430851,True,other
dog,dog,-7.866912,True,other
ship,ship,-10.023037,True,other
ship,ship,-8.126015,True,other
airplane,airplane,-9.0942955,True,other
ship,ship,-8.162704,True,other
horse,horse,-10.200118,True,other
deer,deer,-8.20987,True,other
automobile,automobile,-9.899147,True,other
ship,ship,-9.631249,True,other
deer,deer,-10.044846,True,other
truck,truck,-9.339682,True,other
dog,dog,-8.638277,True,other
deer,deer,-5.198941,False,other
automobile,automobile,-8.866087,True,other
horse,horse,-9.741547,True,other
horse,horse,-9.446397,True,other
horse,horse,-8.753184,True,other
horse,horse,-9.483915,True,other
airplane,airplane,-9.264587,True,other
cat,cat,-8.403033,True,other
ship,ship,-10.946656,True,other
cat,cat,-8.37946,True,other
cat,cat,-10.008833,True,other
airplane,airplane,-10.959077,True,other
dog,dog,-10.73036,True,other
horse,deer,-7.1359577,True,other
airplane,airplane,-9.2353525,True,other
ship,ship,-8.798736,True,other
airplane,airplane,-9.618783,True,other
airplane,airplane,-7.957849,True,other
truck,truck,-10.620836,True,other
bird,bird,-5.9807615,True,other
bird,bird,-5.705615,False,other
cat,cat,-10.482478,True,other
deer,deer,-9.039519,True,other
ship,ship,-12.936886,True,other
bird,bird,-10.494768,True,other
bird,bird,-8.08929,True,other
frog,frog,-9.250062,True,other
cat,cat,-7.4912186,True,other
cat,cat,-10.928163,True,other
frog,frog,-7.560227,True,other
bird,bird,-10.206539,True,other
truck,truck,-10.162605,True,other
deer,deer,-8.224249,True,other
airplane,airplane,-9.852157,True,other
automobile,automobile,-9.029879,True,other
horse,horse,-9.612307,True,other
dog,dog,-9.979308,True,other
dog,dog,-9.760505,True,other
horse,horse,-9.234835,True,other
cat,cat,-9.647711,True,other
airplane,airplane,-11.65999,True,other
deer,deer,-7.888458,True,other
bird,bird,-8.135952,True,other
airplane,airplane,-10.127209,True,other
horse,horse,-9.187905,True,other
dog,dog,-9.741634,True,other
ship,ship,-8.872189,True,other
airplane,airplane,-9.903314,True,other
ship,ship,-9.801447,True,other
bird,deer,-8.736483,True,other
horse,horse,-10.270814,True,other
airplane,airplane,-10.665851,True,other
cat,cat,-10.731442,True,other
dog,dog,-9.800222,True,other
cat,cat,-10.422437,True,other
ship,ship,-6.607682,True,other
cat,cat,-7.200465,True,other
dog,dog,-8.7451725,True,other
automobile,automobile,-8.852826,True,other
horse,horse,-9.905274,True,other
camel,horse,-4.1850023,False,near
wolf,cat,-7.4302073,True,near
pickup_truck,truck,-8.840324,True,near
pickup_truck,truck,-6.579908,True,near
leopard,cat,-6.4364896,True,near
camel,deer,-5.2145143,False,near
tractor,truck,-5.850424,True,near
bus,truck,-10.240515,True,near
pickup_truck,automobile,-7.5257936,True,near
pickup_truck,truck,-8.748129,True,near
pickup_truck,truck,-8.819562,True,near
bus,truck,-9.688547,True,near
pickup_truck,automobile,-7.394284,True,near
wolf,cat,-10.086546,True,near
tractor,ship,-7.9695773,True,near
fox,horse,-4.9071155,False,near
wolf,cat,-8.71808,True,near
pickup_truck,truck,-5.413019,False,near
leopard,frog,-7.5386586,True,near
tractor,truck,-6.7261777,True,near
leopard,frog,-7.768329,True,near
tractor,truck,-7.9533434,True,near
leopard,frog,-6.48227,True,near
tractor,automobile,-8.51837,True,near
leopard,cat,-6.109728,True,near
camel,bird,-6.074246,True,near
tractor,truck,-6.4423437,True,near
fox,dog,-7.392264,True,near
fox,cat,-10.592326,True,near
pickup_truck,automobile,-10.578136,True,near
motorcycle,automobile,-4.930831,False,near
tractor,frog,-2.4824986,False,near
tractor,truck,-4.506799,False,near
leopard,frog,-5.185966,False,near
pickup_truck,automobile,-9.449979,True,near
wolf,cat,-6.5300784,True,near
leopard,cat,-4.6405497,False,near
tractor,deer,-3.7510931,False,near
pickup_truck,truck,-5.763753,True,near
camel,deer,-5.431072,False,near
leopard,cat,-8.919475,True,near
pickup_truck,automobile,-6.941468,True,near
motorcycle,frog,-5.41102,False,near
bus,automobile,-6.892235,True,near
motorcycle,airplane,-5.6779666,False,near
wolf,cat,-8.040967,True,near
camel,dog,-5.3813934,False,near
tractor,truck,-6.785165,True,near
wolf,deer,-4.6325016,False,near
fox,deer,-5.7888527,True,near
wolf,dog,-5.3007145,False,near
leopard,frog,-3.2746608,False,near
wolf,dog,-7.220812,True,near
camel,deer,-6.9331865,True,near
wolf,dog,-10.156821,True,near
camel,cat,-6.7185187,True,near
motorcycle,dog,-5.637818,False,near
bus,truck,-10.272985,True,near
camel,airplane,-7.899836,True,near
motorcycle,truck,-4.3398676,False,near
pickup_truck,truck,-9.678991,True,near
pickup_truck,automobile,-9.3911085,True,near
wolf,dog,-10.017752,True,near
camel,bird,-8.3331785,True,near
bus,truck,-5.9330926,True,near
wolf,cat,-8.846347,True,near
camel,frog,-3.5057926,False,near
camel,horse,-7.245158,True,near
camel,dog,-6.9589443,True,near
tractor,truck,-10.170559,True,near
motorcycle,automobile,-2.9772902,False,near
wolf,dog,-7.1377497,True,near
leopard,frog,-4.922799,False,near
leopard,frog,-6.388409,True,near
bus,truck,-9.160149,True,near
fox,dog,-10.521757,True,near
fox,dog,-6.0639157,True,near
camel,horse,-5.4716306,False,near
tractor,truck,-5.557497,False,near
motorcycle,truck,-8.26672,True,near
wolf,dog,-6.4504447,True,near
bus,truck,-9.367643,True,near
camel,horse,-7.9686565,True,near
tractor,truck,-7.661783,True,near
leopard,frog,-5.911185,True,near
camel,dog,-5.4677835,False,near
motorcycle,cat,-3.728506,False,near
fox,deer,-6.409975,True,near
bus,truck,-5.232561,False,near
pickup_truck,automobile,-7.827728,True,near
pickup_truck,truck,-6.1555552,True,near
tractor,cat,-6.9056945,True,near
camel,deer,-4.831828,False,near
pickup_truck,automobile,-8.7142105,True,near
motorcycle,automobile,-7.520788,True,near
fox,dog,-7.7511344,True,near
tractor,truck,-9.0907135,True,near
tractor,truck,-4.954012,False,near
bus,truck,-10.06428,True,near
fox,dog,-6.492943,True,near
motorcycle,automobile,-5.1506963,False,near
leopard,frog,-4.8694167,False,near
pickup_truck,automobile,-9.269033,True,near
leopard,dog,-7.5059204,True,near
wolf,cat,-8.871806,True,near
fox,cat,-6.204577,True,near
motorcycle,cat,-3.8327427,False,near
camel,bird,-6.2303667,True,near
fox,deer,-6.9364758,True,near
bus,automobile,-8.450427,True,near
fox,dog,-8.585372,True,near
bus,truck,-9.154415,True,near
motorcycle,automobile,-6.9836426,True,near
motorcycle,truck,-6.9112825,True,near
bus,truck,-10.499639,True,near
bus,truck,-8.953468,True,near
pickup_truck,automobile,-8.137604,True,near
fox,cat,-5.795119,True,near
camel,horse,-5.681279,False,near
wolf,dog,-9.755245,True,near
pickup_truck,automobile,-9.493492,True,near
leopard,frog,-4.955575,False,near
camel,deer,-9.265085,True,near
camel,airplane,-5.4263797,False,near
camel,dog,-7.4695954,True,near
leopard,cat,-6.0202374,True,near
bus,horse,-3.9402056,False,near
leopard,bird,-4.903392,False,near
fox,deer,-7.033276,True,near
bus,truck,-10.302349,True,near
motorcycle,frog,-4.6801643,False,near
camel,dog,-5.1512165,False,near
fox,deer,-8.461625,True,near
wolf,cat,-9.674277,True,near
tractor,truck,-6.0823984,True,near
leopard,cat,-7.914126,True,near
fox,cat,-6.6951494,True,near
fox,deer,-6.205005,True,near
motorcycle,ship,-4.1946244,False,near
motorcycle,airplane,-3.2760844,False,near
leopard,deer,-7.8630285,True,near
tractor,truck,-6.6308107,True,near
tractor,truck,-4.520954,False,near
camel,dog,-8.288616,True,near
bus,truck,-4.9611545,False,near
pickup_truck,truck,-8.551481,True,near
wolf,cat,-6.730669,True,near
tractor,truck,-7.671487,True,near
bus,automobile,-10.023899,True,near
leopard,frog,-9.4958725,True,near
pickup_truck,truck,-7.547272,True,near
bus,truck,-5.805694,True,near
tractor,truck,-9.048534,True,near
motorcycle,airplane,-6.928222,True,near
camel,dog,-6.1190596,True,near
wolf,dog,-7.614009,True,near
motorcycle,truck,-5.1431293,False,near
motorcycle,airplane,-4.5639358,False,near
motorcycle,automobile,-6.684199,True,near
pickup_truck,automobile,-9.007558,True,near
tractor,ship,-3.767806,False,near
wolf,bird,-7.946211,True,near
tractor,truck,-9.475788,True,near
fox,frog,-5.0377984,False,near
tractor,truck,-10.574158,True,near
camel,horse,-8.95613,True,near
motorcycle,automobile,-5.2549686,False,near
tractor,airplane,-5.8527083,True,near
bus,automobile,-9.356224,True,near
leopard,cat,-5.6531944,False,near
wolf,dog,-9.504342,True,near
motorcycle,truck,-4.891942,False,near
camel,horse,-7.468621,True,near
camel,horse,-5.497649,False,near
pickup_truck,automobile,-8.864873,True,near
fox,deer,-5.3569403,False,near
wolf,horse,-8.177633,True,near
wolf,dog,-6.5674996,True,near
fox,deer,-7.4418244,True,near
fox,deer,-6.9830637,True,near
pickup_truck,automobile,-8.586785,True,near
camel,deer,-6.888016,True,near
pickup_truck,automobile,-7.6984143,True,near
fox,cat,-9.508101,True,near
bus,truck,-8.051958,True,near
tractor,ship,-6.034858,True,near
fox,deer,-7.4547205,True,near
fox,deer,-10.692024,True,near
pickup_truck,truck,-6.967144,True,near
tractor,truck,-4.4846687,False,near
leopard,cat,-6.9859433,True,near
bus,truck,-10.03886,True,near
pickup_truck,automobile,-9.296671,True,near
wolf,cat,-8.459856,True,near
tractor,truck,-10.4037895,True,near
leopard,frog,-6.1485305,True,near
bus,truck,-10.890575,True,near
tractor,truck,-5.944268,True,near
leopard,cat,-8.706431,True,near
bus,automobile,-6.6794677,True,near
camel,horse,-6.0889096,True,near
bus,truck,-10.411854,True,near
fox,cat,-6.1353426,True,near
camel,frog,-3.8925924,False,near
wolf,deer,-8.004277,True,near
fox,cat,-5.112268,False,near
bus,truck,-10.59163,True,near
camel,horse,-7.4136505,True,near
wolf,dog,-4.4194245,False,near
wolf,cat,-9.093351,True,near
bus,truck,-10.9762535,True,near
tractor,truck,-4.0370035,False,near
pickup_truck,automobile,-9.4155245,True,near
fox,dog,-7.0675864,True,near
tractor,frog,-4.8318124,False,near
wolf,cat,-8.046716,True,near
camel,dog,-9.562662,True,near
camel,deer,-5.5035844,False,near
tractor,truck,-8.779436,True,near
wolf,dog,-7.453158,True,near
tractor,ship,-6.7533417,True,near
leopard,cat,-3.9219215,False,near
bus,truck,-11.051782,True,near
motorcycle,cat,-3.8509817,False,near
motorcycle,airplane,-6.065679,True,near
leopard,cat,-8.6565275,True,near
leopard,cat,-9.504013,True,near
bus,truck,-7.160027,True,near
motorcycle,frog,-6.2385263,True,near
fox,horse,-3.5658102,False,near
camel,horse,-5.295078,False,near
tractor,truck,-8.670937,True,near
bus,truck,-11.183957,True,near
leopard,cat,-4.638829,False,near
wolf,dog,-6.822789,True,near
bus,automobile,-5.8462486,True,near
motorcycle,automobile,-3.7707982,False,near
motorcycle,automobile,-5.728731,True,near
bus,truck,-10.044069,True,near
leopard,bird,-6.7600164,True,near
camel,dog,-5.0071583,False,near
leopard,cat,-6.5496774,True,near
leopard,cat,-3.6317327,False,near
fox,deer,-5.673085,False,near
motorcycle,automobile,-10.079122,True,near
leopard,cat,-5.6618376,False,near
tractor,truck,-5.477994,False,near
bus,truck,-8.582396,True,near
tractor,truck,-7.859153,True,near
wolf,cat,-5.9413457,True,near
motorcycle,horse,-4.9617543,False,near
tractor,truck,-8.946952,True,near
pickup_truck,automobile,-7.278075,True,near
wolf,dog,-8.959649,True,near
leopard,deer,-5.9119625,True,near
motorcycle,automobile,-9.380909,True,near
bus,truck,-4.780242,False,near
leopard,cat,-6.899539,True,near
fox,dog,-7.32292,True,near
motorcycle,automobile,-6.1878586,True,near
fox,dog,-5.146532,False,near
fox,cat,-6.9319773,True,near
wolf,dog,-7.674033,True,near
pickup_truck,truck,-7.361865,True,near
fox,deer,-9.708624,True,near
pickup_truck,automobile,-6.0944486,True,near
wolf,cat,-5.7283483,True,near
bus,truck,-9.052783,True,near
motorcycle,airplane,-4.727937,False,near
wolf,dog,-8.657212,True,near
motorcycle,truck,-10.240701,True,near
wolf,cat,-6.0415382,True,near
motorcycle,cat,-7.3579383,True,near
bus,truck,-6.7231884,True,near
fox,cat,-5.429906,False,near
wolf,dog,-6.547412,True,near
fox,cat,-7.592515,True,near
camel,horse,-7.671218,True,near
tractor,truck,-7.9199395,True,near
wolf,cat,-7.353847,True,near
motorcycle,automobile,-6.2392397,True,near
bus,automobile,-6.501093,True,near
wolf,cat,-7.7869678,True,near
camel,dog,-6.990307,True,near
wolf,deer,-4.024447,False,near
bus,truck,-10.211035,True,near
motorcycle,airplane,-7.854406,True,near
fox,deer,-6.591514,True,near
tractor,truck,-8.713209,True,near
wolf,frog,-3.730008,False,near
camel,ship,-4.0316358,False,near
pickup_truck,automobile,-7.0753384,True,near
bus,truck,-7.523583,True,near
camel,dog,-7.8487053,True,near
fox,deer,-8.992757,True,near
fox,cat,-6.293731,True,near
tractor,truck,-6.973155,True,near
motorcycle,automobile,-4.3553634,False,near
fox,dog,-8.016508,True,near
bus,airplane,-9.675921,True,near
tractor,truck,-7.0766964,True,near
leopard,frog,-5.6301904,False,near
motorcycle,automobile,-4.995969,False,near
bus,ship,-4.290896,False,near
motorcycle,automobile,-5.9195523,True,near
wolf,cat,-8.326658,True,near
bus,truck,-11.332907,True,near
fox,cat,-4.894981,False,near
bus,truck,-11.420037,True,near
bus,truck,-9.336002,True,near
wolf,frog,-5.1108704,False,near
camel,deer,-9.625418,True,near
leopard,dog,-9.2822485,True,near
fox,deer,-4.916765,False,near
fox,deer,-9.821175,True,near
fox,dog,-7.9595857,True,near
leopard,bird,-5.455985,False,near
wolf,cat,-6.7353644,True,near
wolf,dog,-8.540083,True,near
wolf,deer,-4.7591677,False,near
bus,truck,-11.247966,True,near
bus,truck,-10.452657,True,near
fox,dog,-6.495081,True,near
pickup_truck,truck,-8.0891905,True,near
leopard,cat,-9.300944,True,near
pickup_truck,truck,-9.8104,True,near
fox,airplane,-7.667684,True,near
camel,dog,-5.442707,False,near
wolf,dog,-7.6593847,True,near
pickup_truck,automobile,-6.026964,True,near
tractor,truck,-8.741964,True,near
camel,airplane,-4.0656962,False,near
bus,automobile,-7.693634,True,near
bus,cat,-5.0834203,False,near
camel,dog,-9.141158,True,near
fox,dog,-6.3106966,True,near
motorcycle,airplane,-6.250161,True,near
pickup_truck,automobile,-8.622952,True,near
bus,truck,-9.607807,True,near
bus,automobile,-5.4981227,False,near
wolf,dog,-3.3737066,False,near
motorcycle,automobile,-3.2098088,False,near
pickup_truck,automobile,-10.108091,True,near
pickup_truck,automobile,-9.28072,True,near
tractor,truck,-4.9620867,False,near
camel,bird,-7.5059943,True,near
bus,automobile,-11.034859,True,near
pickup_truck,automobile,-9.364034,True,near
wolf,dog,-9.4166975,True,near
leopard,frog,-6.687143,True,near
tractor,truck,-8.075275,True,near
leopard,frog,-6.233627,True,near
fox,deer,-9.28373,True,near
tractor,truck,-8.654406,True,near
leopard,dog,-5.3301177,False,near
tractor,truck,-8.321623,True,near
pickup_truck,automobile,-7.01113,True,near
fox,deer,-4.432943,False,near
fox,cat,-5.044758,False,near
tractor,truck,-9.240976,True,near
camel,bird,-6.7449627,True,near
bus,truck,-4.9903393,False,near
fox,deer,-7.4558387,True,near
bus,truck,-5.1292276,False,near
bus,automobile,-8.1691065,True,near
bus,ship,-5.495711,False,near
pickup_truck,automobile,-8.283041,True,near
pickup_truck,automobile,-9.765805,True,near
fox,cat,-6.1034293,True,near
pickup_truck,automobile,-9.701918,True,near
fox,horse,-9.756972,True,near
motorcycle,automobile,-2.739388,False,near
camel,dog,-5.8244634,True,near
motorcycle,truck,-3.8491123,False,near
leopard,deer,-5.3746014,False,near
motorcycle,horse,-4.861925,False,near
leopard,cat,-5.7150784,False,near
fox,deer,-5.48635,False,near
leopard,cat,-5.778649,True,near
bus,truck,-8.387437,True,near
motorcycle,horse,-3.992021,False,near
pickup_truck,automobile,-8.136641,True,near
pickup_truck,automobile,-9.295566,True,near
bus,truck,-9.184214,True,near
leopard,deer,-4.953089,False,near
bus,truck,-7.8566236,True,near
tractor,truck,-6.463082,True,near
camel,deer,-6.411977,True,near
wolf,deer,-4.199127,False,near
camel,airplane,-5.045088,False,near
bus,truck,-6.986397,True,near
wolf,dog,-10.679397,True,near
fox,cat,-6.685886,True,near
leopard,cat,-5.455012,False,near
pickup_truck,automobile,-9.449204,True,near
motorcycle,truck,-4.291807,False,near
camel,dog,-8.343513,True,near
motorcycle,cat,-3.6924372,False,near
camel,airplane,-5.326572,False,near
pickup_truck,automobile,-8.178818,True,near
tractor,automobile,-5.1856785,False,near
leopard,cat,-7.5796447,True,near
pickup_truck,truck,-8.454365,True,near
